"Data Source","World Development Indicators",

"Last Updated Date","2026-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Bosnia and Herzegovina","BIH","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1577.4833806624","1416.82900102755","1050.6167812833","949.289118923978","385.207810762141","402.138722444913","450.357723524427","670.543668952792","818.903187407795","802.329947245603","1044.83032752066","1004.95066006105","1052.10768786264","1052.76815633322","1161.36225812454","1230.32229950965","1304.39455421949","1321.60129723785","1510.20925021027","1602.5317512912","1700.48373318065","1909.67028647304","1821.21222097011","1787.39246392599","1682.31287779308","1755.04377103361","1945.25475764264","1966.74296405564","2205.40019359849","2157.71633026544","2152.73018925591","2267.26088940872","2270.72637629896","2171.0481914264","",
"Belarus","BLR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4457.4379398096","4341.55699714217","3619.90821413806","3078.21614120512","2618.94615391899","2431.09978098082","2506.79637741155","2511.70284864681","2472.95575538019","2419.74819135878","2471.64424935802","2496.01811483439","2560.5012580496","2652.43981373496","2760.11626065827","2776.99847069087","2974.24553406449","2925.85288440163","2939.40597422615","2789.00314061154","2895.6108099575","3081.68018120351","3219.42653369693","2870.32580279278","2923.57682069269","2660.14026759548","2639.09486268036","2692.58344898873","2849.29477344053","2748.96883661007","2673.86548599188","2929.27533668037","2862.48703453706","","",
"Belize","BLZ","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","580.1852782451","","","","","","","","","","","","","","570.507346662348","575.5529419335","597.475319406137","601.148260722729","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","360.663520476773","363.520178605686","377.234087378018","396.453818977116","430.219973488726","474.617697341087","520.943557851368","560.060715697775","557.889760775457","536.548837322983","424.497392990293","444.570211427174","520.021917040091","524.19320800163","523.192178579792","567.496536227946","568.36995826632","570.3375548833","572.261293056089","586.284286067628","625.49842839535","660.399933602591","703.763401801031","699.363675306555","757.547132518494","748.85994552389","778.965230116872","800.888183667631","803.127890554365","795.54274549867","657.745469205531","757.863166521587","798.293220052314","","",
"Brazil","BRA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","942.317182249676","943.263545697103","937.431462820155","945.489101780969","980.074664998028","998.777374735819","1035.82555427523","1072.29461426603","1082.21810429873","1091.29495874763","1081.36193393467","1086.99299318566","1103.40127916211","1107.9739157885","1157.16905577095","1173.71585743449","1202.05933940304","1259.91135986965","1317.23578420454","1262.10043812649","1384.36896688389","1390.00783643031","1433.15306444735","1487.45745839708","1522.42189026812","1482.02057858653","1414.8979311951","1431.95949698072","1403.40232453429","1415.83477031974","1379.24649914162","1430.3934661032","1432.72741132919","1481.22439922518","",
"Barbados","BRB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1245.20778708495","","","","","","","","","","","","","","1402.92856661853","1451.40041532381","1474.06315508774","1478.1339388399","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6766.20265813163","7438.26203761683","7783.23273590893","7299.53266292428","6603.06657909867","7718.4147112912","7585.30865702678","7652.68069432589","7448.31277617827","7427.44777738284","7306.50805505588","6624.44570244008","6344.70953602184","7227.93461469148","6509.41375687627","6180.90186134327","8644.25613377398","8703.6654696927","9379.39547102847","7906.16450304433","8261.092768512","9699.3002516897","9446.07290658886","7399.88850699904","8529.79303823974","6437.00247398227","7008.28171997556","8385.25858976533","8304.04242825767","9219.80339333238","9175.89257228992","8962.62325631033","9537.0515607056","","",
"Bhutan","BTN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.9875832998183","","","","","","","","","","","","","","276.691507415332","308.219954220272","314.550260212075","359.542084843091","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","933.106112523037","924.832809645353","1036.20295145007","1009.96722747675","967.997722997679","965.686795328275","919.406030956662","942.69977403279","1040.82117578293","1051.85481318954","1070.36119676312","1060.85132722236","1057.52604830958","1035.71768168865","1076.41144429025","1090.97560068282","1096.75774429819","1117.65874301485","1158.3591770162","1054.28611010741","1130.54992383335","1069.64525830171","1197.22154587787","1240.35333768798","1333.16636170484","1308.13445233238","1245.11570542658","1280.40747267283","1343.69847257232","1241.6779321074","1119.82959014247","1142.89798614093","1165.14968696121","","",
"Central African Republic","CAF","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7641.54876651682","7529.00297774185","7616.97320016327","7782.92897388185","7971.05824834315","7995.23710734235","8070.95400503596","8069.49923971315","7963.20719845056","8117.62871957032","8224.74786425172","8017.16666642228","7943.44588697183","8303.4318789013","8371.02231862308","8369.95929648006","8427.44174185883","8356.30636250042","8098.35289361915","7696.33407281264","7660.75452103288","7716.24822782698","7637.78487245197","7668.79466344868","7780.1475931021","7690.40816617685","7944.50789345873","8175.19037647623","8161.77967501099","8125.58121311618","7495.07932297849","7524.86361233157","7578.02093601237","7336.06703531427","",
"Central Europe and the Baltics","CEB","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3096.32937879539","2844.62251740774","2619.82875751712","2612.60198016026","2507.84753404283","2613.5509797867","2702.89757516476","2643.57991186793","2521.25637295618","2398.70518193016","2381.7789875388","2463.92432408414","2488.20279463695","2575.75689670154","2585.0570772537","2629.49750034566","2703.24241265251","2711.3043952263","2714.57232709977","2531.74340604357","2657.48197415251","2658.75435879536","2585.09598428927","2544.19963483215","2486.69110195474","2528.22006328076","2589.29903149768","2707.96339038787","2762.10272447413","2699.50660805025","2621.63600452965","2806.97546373865","2683.1570949953","2527.170728517","",
"Switzerland","CHE","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3617.21670838019","3623.74654312174","3606.20840062565","3479.20943929761","3482.93560412511","3405.68478072749","3459.89061670209","3513.12639714122","3544.34495422887","3533.47941266544","3466.50613217002","3658.06649907658","3537.53750331779","3524.60535957512","3513.04226751483","3469.41664326823","3600.20599088199","3391.3409304186","3480.20255913467","3460.61144395548","3323.41218501892","3181.06687778874","3175.97090168674","3274.49948136129","3031.17447656808","2927.96015319396","2819.83095943189","2809.47945669194","2806.4991558403","2857.15819180217","2690.39023280182","2619.80556120156","2591.92141040481","2511.37154209497","",
"Channel Islands","CHI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1042.63924696805","1048.54685125944","1115.74449791436","1125.82760632048","1192.35792309529","1262.61937956632","1378.90684276783","1523.53564987188","1557.21131062443","1633.86338932833","1623.48012689232","1574.84475911504","1612.43130205148","1612.22953620512","1699.73240740445","1735.08874376693","1788.47442583539","1836.95620548021","1801.2828820239","1735.83895157902","1795.6817303266","1937.32339633854","2123.49178972428","2177.50491871487","1946.21181666587","1968.30286182049","2070.46958170364","2065.97571745805","2067.9764736837","2154.35451877758","1946.16760616995","2032.98120427379","2124.6984823137","2039.34969353537","",
"China","CHN","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","773.250116673841","740.586120549437","756.63514647117","792.633509359554","821.273750333988","872.82633002387","884.894160616361","876.489344673065","872.405987083978","880.738578841902","898.07500446721","921.506436459842","976.159336791292","1105.13742396493","1249.04415339994","1369.79197119649","1490.18647938836","1595.46606847798","1629.97754209383","1728.61645229501","1899.79996108685","2027.46525356855","2085.21872095825","2137.32572690907","2177.55011435267","2175.1544486832","2149.2047500244","2215.91139022057","2310.87757050979","2397.96868908473","2465.96954605987","2623.79959356116","2676.48200976111","2850.94152906511","",
"Cote d'Ivoire","CIV","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","356.502117281303","352.461369088107","369.364695221915","367.602465008283","362.145601848293","346.984629535557","374.944288632764","368.164390395265","353.64180757645","408.120587715421","383.698511747895","359.274350379988","374.217410519231","345.063532585105","474.644512103845","479.367342054554","460.427068503443","484.162880249649","475.685968287363","426.33967683994","369.59298919728","412.202996239574","442.184553267778","446.309801337907","438.71877312695","383.892794978009","391.655583364613","392.585250514189","358.541401840133","364.149863069511","375.317183892023","468.414497630569","471.775424802239","","",
"Cameroon","CMR","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","439.606062625838","431.11357000305","423.490408119425","425.855803438794","428.433215568987","424.113046017593","423.04888018603","426.60075345789","427.346733797867","419.366598563602","425.839473286279","419.668248263033","429.502648089236","435.147080636702","437.082365532497","428.539594062507","385.035153073309","352.800578879997","345.872865150161","363.548840943917","356.141255871575","363.1696926603","368.67461829541","375.371615915553","395.092656580176","402.983607731397","400.082970120892","392.776292653391","392.392157002433","387.419411707774","386.883842275205","385.081685358061","384.104863153688","","",
"Congo, Dem. Rep.","COD","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","321.669866238426","311.51635511713","306.67618026523","301.831840128151","288.919935754659","288.923002560147","293.054190992552","293.452619115135","292.579860554724","283.698094549272","275.387991752247","275.762066091527","276.777259129011","278.852304991619","281.570244519871","283.637336009607","285.454693557021","287.041319589996","288.80618607177","288.416335052288","289.77384157959","297.445424445388","355.439956409565","357.441615003334","359.366872219799","358.542081264932","355.065446444122","342.47376862199","339.760214710945","334.541728823177","372.066377241717","394.033246290347","390.899911233015","","",
"Congo, Rep.","COG","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","330.743815838523","335.659742797368","322.349269508601","314.902577029456","263.663445126073","292.673986038613","268.251017538648","251.271604579446","246.025608029408","235.74510235322","225.662303752435","243.309874139573","239.240008598283","274.55383829075","283.381960024439","293.789280034956","369.707983010852","316.33461657179","327.786840368286","359.405355169563","375.619909098947","484.212624823738","539.866446808636","553.991199731793","535.524998656392","552.356622008088","561.321718306384","548.018753920295","552.165155128985","582.586127914209","586.736109679603","588.291763608764","627.585966198745","","",
"Colombia","COL","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","751.443375175586","744.950809773919","756.692177645212","773.243001936413","789.486387374589","786.060906677407","789.1677416685","753.130766301886","764.880546840087","676.067038601537","667.583045920418","656.363849955728","633.502528932254","637.730006109548","631.890053306001","652.562904286665","678.542899481449","666.0281887489","691.923098284556","714.941179061526","700.696762170174","710.261245359868","681.235570018512","881.628352144932","885.243525415168","887.262025874734","910.977529760876","859.140165402896","816.327425217962","889.78306823908","810.052298592826","872.65899160931","851.232776568033","862.634681996071","",
"Comoros","COM","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.1415663905282","","","","","","","","","","","","","","58.5496225271395","62.4286078251729","69.4498415055403","66.4584302518775","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.3680226301714","","","","","","","","","","","","","","185.660345870622","204.075322346248","207.854452975987","207.581773111107","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","537.209043385466","555.759825747086","699.747502406979","696.372672215343","669.457713366108","666.897511306574","654.286251523747","647.721666517138","630.181129897646","680.662081976","729.765643709357","721.224052506606","749.371708338678","788.059466397896","921.916666058511","908.919718136397","974.343838741737","1014.83038205","1006.22785721082","1002.15369604859","998.694530541271","992.84219730848","1017.65462461791","1060.1064484558","1064.11783400047","1024.45144520777","1001.15093508133","972.752740541664","950.307226341185","996.673606298647","948.979659241415","996.593947554107","1009.21522950084","1025.14935705085","",
"Caribbean small states","CSS","Energy use (kg of oil equivalent per capita)","EG.USE.PCAP.KG.OE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2378.96591901642","","","","","","","","","","","","","","4055.21834361878","4689.43000938639","5122.88564753561","5373.67067488637","","","","","","","","","","","","","","","","","",
